row_id,ts_end,ret_1d,vol_1d,vol_1h,sma_ratio,rsi14,atr14,macd,slope_20,dow,hour,best_strategy
5b4251f0bb504b6ebdcc715a0fca7af1,2023-01-11 00:00:00+00:00,0.01503581299604062,0.00027706374045561357,0.00023536072713197737,0.9996962133327391,61.93162331118897,4.9707369305885845,2.8991946267378808,17439.55219548872,1,23,sma_50_200
07958387287444ce951e3ff191ba6b57,2023-01-13 00:00:00+00:00,0.05033951277798576,0.0009775340749813876,0.0004651241558985328,0.9987116852317365,38.38837573904705,12.05585119697941,-5.412429991200042,18855.21144360901,3,23,sma_50_200
de6a178d4fbe488a8435d5277926b140,2023-01-15 00:00:00+00:00,0.05286661679076188,0.0012354845312523416,0.0007145422600468856,1.0012312420038114,35.39693174734849,22.20778338029538,-17.542882599245786,20962.006759398475,5,23,sma_50_200
f97c180bb3834dec9c197f29ee5aa00c,2023-01-17 00:00:00+00:00,0.015376113776148559,0.0008353959865762829,0.0005202834003991282,1.0000473102036829,55.73714967320658,13.476150676748377,-2.031775415107404,21169.4055263158,0,23,sma_50_200
0b19ce8df10440a9a5c7138c0864d593,2023-01-19 00:00:00+00:00,-0.022224880801344105,0.00086971410683615,0.0005899407874730957,0.9963278273558901,41.727224001447155,29.973269838938023,-14.842853615511558,20675.533015037614,2,23,sma_50_200
25fff92af6ba4b2f991d99815c735d5f,2023-01-21 00:00:00+00:00,0.07534356403327647,0.000760649923972023,0.0006500401253634896,1.009129112548685,51.35427467551594,23.845334218621037,10.304520377470908,22682.954691729323,4,23,sma_50_200
701be5a279e542c29f25aa1710388310,2023-01-23 00:00:00+00:00,-0.0029308928399714995,0.0006642313646548706,0.000634642659299831,1.0056092527788445,47.86248270918319,19.490148728575008,2.2748363844075357,22710.260714285705,6,23,sma_50_200
7b19241cb2714c39bb4f955934086638,2023-01-25 00:00:00+00:00,-0.01210464679284906,0.000607855465801099,0.0013270089720010725,0.991360057779056,54.07605946164097,30.09590584502561,5.924789865457569,22631.48325563912,1,23,sma_50_200
5e0c48b0bdf04d8c8a38175896d5db88,2023-01-27 00:00:00+00:00,-0.002516505763470067,0.0006146516250688542,0.00043867881620237903,0.9985751664934598,48.963205420999365,15.560008526466332,2.8372167304005416,23019.315857142865,3,23,sma_50_200
b4004896210246d4a44fee90fbe0b5b3,2023-01-29 00:00:00+00:00,-0.0017348426739212108,0.00028428284503623794,0.0002125444825917049,1.00125270096501,65.85470110740968,8.182036951878642,7.808401231486641,23021.974037593987,5,23,sma_50_200
c55cc1d18257445e80d1896c2ee5f0ec,2023-01-31 00:00:00+00:00,-0.03835232658563814,0.0006939063294393482,0.00038313732288140973,1.0037321696952999,62.27096749222775,17.827391680405157,13.424769816007029,22829.22707518797,0,23,sma_50_200
c2034aadd88b4d03a5c50d1dafe0a5c6,2023-02-02 00:00:00+00:00,0.02588945842738788,0.0006204476792087322,0.00044667124055864407,1.001281338251826,58.160354482762266,16.875174221498824,-1.7599017191714665,23713.524586466177,2,23,sma_50_200
a28ff89e75284789be2bebb12367a016,2023-02-04 00:00:00+00:00,-0.004815825160785825,0.0005566562689397382,0.0004008846723331807,1.001522402184985,44.186719793786594,12.133932798844588,-3.1370816296512203,23432.39375187971,4,23,sma_50_200
8a180262bec846b6b2b3832a9281147a,2023-02-06 00:00:00+00:00,-0.016462407298441062,0.0004545782200691429,0.0004485128708391099,1.0003816300988406,41.65197396651996,14.201734152401304,-3.4999352150334744,22938.894578947373,6,23,sma_50_200
427b47cb45984e12859405d21a1b3adc,2023-02-08 00:00:00+00:00,0.021590563925291573,0.0005545673744941851,0.0003145358357202232,1.0006024915649834,35.53676339549734,12.787742051285733,-3.253604309178627,23258.844097744357,1,23,sma_50_200
50dcc9bd8ace49ce9197ece74f28ad37,2023-02-10 00:00:00+00:00,-0.051128779904243804,0.000701389036908795,0.0005087329856186725,0.996639860444859,44.2377638238597,18.396667097076378,-8.14336061983704,21790.00987218045,3,23,sma_50_200
6ee25adfc372452290ed9670cbd836fa,2023-02-12 00:00:00+00:00,0.010807816803436454,0.0002679913607951392,0.00037365844766474736,1.0036673542508758,50.298317934864684,12.021412292765744,0.002373154704400804,21861.15583458645,5,23,sma_50_200
37087b341df541b7b1e9177ba2d5bcbc,2023-02-14 00:00:00+00:00,-0.0002727283997040475,0.0005136162297452415,0.0006686647900862025,1.0050784643598518,44.06412270609502,18.719780664915234,1.7201928755675908,21790.46294736841,0,23,sma_50_200
c7a668f03ea14ecba51038fb7d76f096,2023-02-16 00:00:00+00:00,0.09635846034159923,0.0007331774006579468,0.000694296670481601,1.0050650978714215,57.13303420607523,21.077459845740236,10.935365426375938,24327.259165413536,2,23,sma_50_200
2f5c55c20b204548ab9fd9b6fa93710b,2023-02-18 00:00:00+00:00,0.046810865714069116,0.0009348956836072446,0.0009348756804860129,0.9984844637253282,44.00328149437172,30.034856989052226,-17.476050759887585,24542.015165413548,4,23,sma_50_200
b5add9372f244a7ca6e947542c44bdbf,2023-02-20 00:00:00+00:00,-0.014271117110882692,0.0006021003087768441,0.0006563880852038196,0.9916013391791844,30.111550544203197,33.25133663260094,-29.73759203451118,24291.508045112794,6,23,sma_30_120
acc47722763e44859b8edf944ca2d6cf,2023-02-22 00:00:00+00:00,-0.015299564112229103,0.0006979326968925066,0.00044312478954213716,1.004327232956067,71.51395573107644,17.780542960378916,17.14450912317261,24439.221203007495,1,23,sma_30_120
b7d11944d5f74a91a7c0fba48117f86d,2023-02-24 00:00:00+00:00,-0.010275437961862366,0.0007194694781787974,0.00038620099051476814,1.0018505477156767,61.72554606654457,18.205609501122677,15.445787759439554,23951.515781954873,3,23,sma_30_120
9f43cbf6370642f3b0f6784eb582fadd,2023-02-26 00:00:00+00:00,-0.0009823191186824065,0.0004085672093508357,0.00040825693679431293,1.0060152422339188,50.27564038592364,14.272827324284076,3.7025945928835426,23166.58439849623,5,23,sma_30_120
1b8c15e5949d43378cd38eae11402020,2023-02-28 00:00:00+00:00,-0.002497144482801139,0.0005792841893451788,0.0005019738464596489,1.0036612218011882,44.22925843014158,18.54098425940025,-2.3006232648513105,23495.702706766908,0,23,sma_50_200
9647bee4cb704db8a0d569d9ec0ce165,2023-03-02 00:00:00+00:00,0.02096636972519139,0.0006326646456858603,0.0004279398919808798,1.0049432925184454,52.57790638413639,18.217074984857568,13.111029676681937,23647.138007518803,2,23,sma_50_200
fc8242707a4444ae897c63ea7dbdcdee,2023-03-04 00:00:00+00:00,-0.047485658600770364,0.000812692851807075,0.00035196407662908634,1.0025468738754022,54.32681687799619,12.64695524922183,0.12181209178743302,22344.333015037577,4,23,sma_50_200
4b36186ba2b943dea6702ebc5519ccf7,2023-03-06 00:00:00+00:00,0.003957151227092837,0.0004282638484202061,0.0004114739311612342,1.0001429190276703,56.43536304150419,11.612988846210397,3.3981850779055094,22427.354511278216,6,23,sma_50_200
9bfc27385e8c4c26aa4f0ed8df84b567,2023-03-08 00:00:00+00:00,-0.009787499604101635,0.0005512091488482437,0.0004244936738641874,1.0049225016408734,56.60586710519996,13.531803608095554,9.429978086904157,22198.410781954884,1,23,sma_50_200
